연번,시도,시군구,읍면동,우편번호,주소,위도,경도
285,서울,금천구,시흥제4동,8569,서울특별시 금천구 독산로36길 14,37.4589441,126.9061487
286,서울,금천구,시흥제5동,8643,서울특별시 금천구 금하로24길 6,37.45072,126.9083445
287,서울,영등포구,영등포본동,7307,서울특별시 영등포구 신길로61길 17,37.5146544,126.9093492
288,서울,영등포구,영등포동,7253,서울특별시 영등포구 영등포로53길 22,37.5203428,126.9106816
289,서울,영등포구,여의동,7343,서울특별시 영등포구 국제금융로 124,37.5176542,126.9345783
290,서울,영등포구,당산제1동,7259,서울특별시 영등포구 양산로23길 11,37.5249831,126.8974344
291,서울,영등포구,당산제2동,7217,서울특별시 영등포구 당산로41가길 7,37.5310137,126.8973139
292,서울,영등포구,도림동,7373,서울특별시 영등포구 도영로7길 10,37.5095364,126.8959912
293,서울,영등포구,문래동,7297,서울특별시 영등포구 문래로 28길 15,37.5176027,126.8999775
294,서울,영등포구,양평제1동,7272,서울특별시 영등포구 영등포로11길 12,37.5236423,126.8882874
295,서울,영등포구,양평제2동,7206,서울특별시 영등포구 선유로47길 30,37.5364296,126.8941203
296,서울,영등포구,신길제1동,7356,서울특별시 영등포구 영등포로84길 24-5,37.5111591,126.9214567
297,서울,영등포구,신길제3동,7384,서울특별시 영등포구 신길로41라길 13-8,37.5074416,126.9077555
298,서울,영등포구,신길제4동,7347,서울특별시 영등포구 신길로42길 1,37.5084341,126.9113084
299,서울,영등포구,신길제5동,7398,서울특별시 영등포구 도림로264,37.5016093,126.9052605
300,서울,영등포구,신길제6동,7433,서울특별시 영등포구 대방천로167,37.5010864,126.9077619
301,서울,영등포구,신길제7동,7360,서울특별시 영등포구 여의대방로43길 10,37.5064018,126.9214045
302,서울,영등포구,대림제1동,7428,서울특별시 영등포구 디지털로 441,37.4954555,126.9059795
303,서울,영등포구,대림제2동,7419,서울특별시 영등포구 대림로 23길25,37.4926782,126.8981706
304,서울,영등포구,대림제3동,7412,서울특별시 영등포구 가마산로364,37.500914,126.8990637
305,서울,동작구,노량진제1동,6924,서울특별시 동작구 장승배기로28길30,37.5122642,126.9420235
306,서울,동작구,노량진제2동,6935,서울특별시 동작구 장승배기로19길48,37.5084569,126.9373598
307,서울,동작구,상도제1동,6971,서울특별시 동작구 상도로53길9,37.4981086,126.953075
308,서울,동작구,상도제2동,6921,서울특별시 동작구 상도로211,37.5054751,126.9423034
309,서울,동작구,상도제3동,7042,서울특별시 동작구 성대로2길11,37.4991184,126.9314056
310,서울,동작구,상도제4동,7047,서울특별시 동작구 양녕로27길 44,37.4993682,126.9414865
311,서울,동작구,흑석동,6982,서울특별시 동작구 흑석한강로 11,37.5058059,126.9666681
312,서울,동작구,사당제1동,7013,서울특별시 동작구 동작대로17길28,37.4830388,126.9787584
313,서울,동작구,사당제2동,6997,서울특별시 동작구 동작대로29길52,37.4887269,126.9792378
314,서울,동작구,사당제3동,7005,서울특별시 동작구 사당로17길86,37.4866526,126.9720613
315,서울,동작구,사당제4동,7018,서울특별시 동작구 사당로16아길6,37.4809542,126.9714903
316,서울,동작구,사당제5동,7030,서울특별시 동작구 사당로2가길219,37.4856801,126.9669347
317,서울,동작구,대방동,6944,서울특별시 동작구 여의대방로44길20,37.5081284,126.9263268
318,서울,동작구,신대방제1동,7067,서울특별시 동작구 신대방길72,37.4889333,126.9100537
319,서울,동작구,신대방제2동,7056,서울특별시 동작구 여의대방로24길76,37.4984106,126.9245329
320,서울,관악구,보라매동,8720,서울특별시 관악구 봉천로 279-8 ,37.4881588,126.9326825
321,서울,관악구,은천동,8750,서울특별시 관악구 봉천로33나길 30 ,37.4853082,126.9424256
322,서울,관악구,성현동,8725,서울특별시 관악구 구암길 38 ,37.4895535,126.9482375
323,서울,관악구,중앙동,8746,서울특별시 관악구 양녕로6다길 7 ,37.4841885,126.9497305
324,서울,관악구,청림동,8730,서울특별시 관악구 관악로 304,37.4922659,126.9584734
325,서울,관악구,행운동,8739,서울특별시 관악구 행운1길 43 ,37.4806522,126.9570635
326,서울,관악구,청룡동,8830,서울특별시 관악구 쑥고개로 44 ,37.4791157,126.9416667
327,서울,관악구,낙성대동,8790,서울특별시 관악구 낙성대로4가길 5 ,37.4763345,126.9583943
328,서울,관악구,인헌동,8793,서울특별시 관악구 남부순환로246가길 20 ,37.4751181,126.9653146
329,서울,관악구,남현동,8807,서울특별시 관악구 남현1가길 29 ,37.4745785,126.9779107
330,서울,관악구,신림동,8707,서울특별시 관악구 신림동길 14 ,37.487414,126.9271154
331,서울,관악구,신사동,8762,서울특별시 관악구 조원로 142 ,37.4854211,126.9181057
332,서울,관악구,조원동,8766,서울특별시 관악구 조원로12길 25 ,37.4825591,126.9077925
333,서울,관악구,미성동,8864,서울특별시 관악구 난곡로 249 ,37.476207,126.9155856
334,서울,관악구,난곡동,8855,서울특별시 관악구 난곡로30길 40 ,37.4709336,126.9216902
335,서울,관악구,난향동,8859,서울특별시 관악구 난곡로 67 ,37.4615276,126.9187407
336,서울,관악구,서원동,8778,서울특별시 관악구 신림로 282 ,37.4798039,126.9312893
337,서울,관악구,신원동,8774,서울특별시 관악구 신원로3길 13,37.481569,126.9273298
338,서울,관악구,서림동,8845,서울특별시 관악구 신림로29길 6 ,37.4750049,126.9349825
339,서울,관악구,삼성동,8846,서울특별시 관악구 호암로 589 ,37.4701088,126.9329569
340,서울,관악구,대학동,8813,서울특별시 관악구 신림로 111 ,37.4705868,126.9369533
341,서울,서초구,서초1동,6637,서울특별시 서초구 사임당로 89 ,37.4901363,127.0195032
342,서울,서초구,서초2동,6624,서울특별시 서초구 서초대로 70길 51,37.4920712,127.0249213
343,서울,서초구,서초3동,6716,서울특별시 서초구 반포대로 34 ,37.4836328,127.0120486
344,서울,서초구,서초4동,6609,서울특별시 서초구 서운로26길 3 ,37.5026713,127.0221885
345,서울,서초구,잠원동,6523,서울특별시 서초구 나루터로 38 ,37.5149849,127.0139718
346,서울,서초구,반포본동,6502,서울특별시 서초구 신반포로 3길 8 ,37.5021022,126.9869475
347,서울,서초구,반포1동,6544,서울특별시 서초구 사평대로 273 ,37.5051018,127.0133828
348,서울,서초구,반포2동,6505,서울특별시 서초구 신반포로 127,37.5054982,127.0011512
349,서울,서초구,반포3동,6510,서울시 서초구 신반포로23길 78,37.512048,127.0055769
350,서울,서초구,반포4동,6577,서울특별시 서초구 사평대로28길 70 ,37.497475,127.0003101
351,서울,서초구,방배본동,6557,서울특별시 서초구 동광로19길 38 ,37.4941411,126.9888281
352,서울,서초구,방배1동,6683,서울특별시 서초구 효령로29길 43 ,37.483402,126.9945314
353,서울,서초구,방배2동,6690,서울특별시 서초구 청두곶길 36 ,37.4798008,126.9855605
354,서울,서초구,방배3동,6704,서울특별시 서초구 방배로 40,37.4784318,126.9999868
355,서울,서초구,방배4동,6572,서울시 서초구 방배로 173,37.4890352,126.9921813
356,서울,서초구,양재1동,6737,서울특별시 서초구 바우뫼로 41,37.4716404,127.0267116
357,서울,서초구,양재2동,6779,서울특별시 서초구 강남대로12길 44,37.4706501,127.0412758
358,서울,서초구,내곡동,6793,서울시 서초구 청계산로15길 77,37.4492917,127.0582212
359,서울,강남구,신사동,6029,서울특별시 강남구 압구정로 128,37.5239986,127.022742
360,서울,강남구,논현1동,6115,서울특별시 강남구 학동로20길 25,37.511516,127.0285512
361,서울,강남구,논현2동,6058,서울특별시 강남구 학동로43길 17,37.5172918,127.0372351
362,서울,강남구,압구정동,6004,서울특별시 강남구 압구정로33길48,37.5296583,127.0308297
363,서울,강남구,청담동,6012,서울특별시 강남구 압구정로79길 26,37.5250615,127.0492445
364,서울,강남구,삼성1동,6170,서울특별시 강남구 봉은사로 616,37.5143398,127.062632
365,서울,강남구,삼성2동,6097,서울특별시 강남구 봉은사로 419,37.5112121,127.0459843
366,서울,강남구,대치1동,6280,서울특별시 강남구 남부순환로391길 19,37.4932486,127.056771
367,서울,강남구,대치2동,6187,서울특별시 강남구 영동대로65길 24,37.5022565,127.0641674
368,서울,강남구,대치4동,6204,서울특별시 강남구 도곡로77길 23,37.4997428,127.0578493
369,서울,강남구,역삼1동,6224,서울특별시 강남구 역삼로7길 16,37.4953545,127.0332497
370,서울,강남구,역삼2동,6219,서울특별시 강남구 도곡로43길 25,37.4960046,127.0468165
371,서울,강남구,도곡1동,6269,"서울특별시 강남구 도곡로18길 57, 2층",37.4883342,127.0389595
372,서울,강남구,도곡2동,6300,서울특별시 강남구 남부순환로378길 34-9,37.4837326,127.0463753
373,서울,강남구,개포1동,6321,서울 강남구 개포로 303 현대1차상가아파트 상가동 103호(개포1동주민센터 임시청사),37.4826819,127.0555932
374,서울,강남구,개포2동,6328,서울특별시 강남구 개포로 511,37.4897826,127.0690801
375,서울,강남구,개포4동,6309,서울특별시 강남구 개포로38길 12,37.478856,127.0516235
376,서울,강남구,일원본동,6361,서울특별시 강남구 광평로 126,37.4833153,127.0864733
377,서울,강남구,일원1동,6341,서울특별시 강남구 개포로 615 석탑프라자 5층(일원1동주민센터 임시청사),37.4926688,127.0755792
378,서울,강남구,개포3동,6335,서울특별시 강남구 개포로 615 석탑프라자 5층(개포3동주민센터 임시청사),37.4926709,127.0755771
379,서울,강남구,수서동,6349,"서울특별시 강남구 광평로56길 11, 도시개발아파트 내(수서소망교회 옆)(수서동주민센터 임시청사)",37.4873122,127.1051462
380,서울,강남구,세곡동,6377,서울특별시 강남구 밤고개로 286,37.4690759,127.1070218
381,서울,송파구,풍납1동,5511,서울특별시 송파구 천호대로 152길 7,37.5380799,127.1220805
382,서울,송파구,풍납2동,5537,서울특별시 송파구 토성로 52,37.5292505,127.1156741
383,서울,송파구,거여1동,5735,서울특별시 송파구 오금로53길 32,37.4969863,127.1432714
384,서울,송파구,거여2동,5768,서울특별시 송파구 거마로2길 19,37.4935529,127.1468374
385,서울,송파구,마천1동,5757,서울특별시 송파구 마천로 303,37.4959618,127.1498888
386,서울,송파구,마천2동,5756,서울특별시 송파구 마천로 287,37.4969377,127.1485915
387,서울,송파구,방이1동,5640,서울특별시 송파구 위례성대로 16길 22,37.510963,127.1239737
388,서울,송파구,방이2동,5544,"서울특별시 송파구 올림픽로34길 5-13, 2층",37.5162865,127.1111665
389,서울,송파구,오륜동,5649,서울특별시 송파구 양재대로 1232,37.5154168,127.1342812
390,서울,송파구,오금동,5661,서울특별시 송파구 중대로 25길 5,37.5029383,127.1280979
391,서울,송파구,송파1동,5666,서울특별시 송파구 백제고분로 392,37.5062783,127.1093064
392,서울,송파구,송파2동,5674,서울특별시 송파구 송이로 32,37.502334,127.1167223
393,서울,송파구,석촌동,5684,서울특별시 송파구 백제고분로 37길 16,37.5035941,127.1036658
394,서울,송파구,삼전동,5584,서울특별시 송파구 백제고분로 236,37.502773,127.092549
395,서울,송파구,가락본동,5717,서울특별시 송파구 송파대로 28길 39,37.4955123,127.1217696
396,서울,송파구,가락1동,5698,서울특별시 송파구 양재대로 925,37.4964644,127.1096646
397,서울,송파구,가락2동,5822,서울특별시 송파구 중대로 20길 6,37.4987162,127.1266048
398,서울,송파구,문정1동,5804,서울특별시 송파구 동남로 116,37.4900947,127.1241487
399,서울,송파구,문정2동,5834,서울특별시 송파구 중대로 16,37.4898757,127.1107986
400,서울,송파구,장지동,5800,서울특별시 송파구 새말로 19길 6,37.4869996,127.1323561
401,서울,송파구,위례동,5848,서울특별시 송파구 위례광장로 210,37.4811716,127.1439458
402,서울,송파구,잠실본동,5568,서울특별시 송파구 백제고분로 145,37.5111692,127.0954263
403,서울,송파구,잠실2동,5502,서울특별시 송파구 올림픽로 159,37.5119449,127.0885174
404,서울,송파구,잠실3동,5503,서울특별시 송파구 잠실로51-31,37.5132807,127.0942379
405,서울,송파구,잠실4동,5507,서울특별시 송파구 올림픽로35길 16,37.5201652,127.1123922
406,서울,송파구,잠실6동,5504,서울특별시 송파구 올림픽로35길 120,37.5181025,127.1006496
407,서울,송파구,잠실7동,5572,"서울특별시 송파구 올림픽로 4길 17, 2층",37.5088935,127.0768667
408,서울,강동구,강일동,5211,서울특별시 강동구 아리수로93길 9-14,37.5650525,127.1739113
409,서울,강동구,상일제1동,5276,서울 강동구 구천면로 633,37.5506125,127.1682867
410,서울,강동구,상일제2동,5288,"서울 강동구 상일로6길 51, 다올빌딩",37.5498449,127.1760483
411,서울,강동구,명일제1동,5266,"서울 강동구 양재대로1634, 2층",37.5513784,127.1442396
412,서울,강동구,명일제2동,5299,서울특별시 강동구 상암로 260,37.5462869,127.1514332
413,서울,강동구,고덕제1동,5231,서울특별시 강동구 양재대로 156길 123,37.5572781,127.1515088
414,서울,강동구,고덕제2동,5220,서울특별시 강동구 아리수로78길 43-12,37.5605504,127.1643796
415,서울,강동구,암사제1동,5262,서울특별시 강동구 올림픽로98가길 57,37.5514726,127.132669
416,서울,강동구,암사제2동,5241,서울특별시 강동구 상암로3길 28,37.5517029,127.1272658
417,서울,강동구,암사제3동,5236,서울특별시 강동구 고덕로 137,37.5549715,127.1408199
418,서울,강동구,천호제1동,5312,서울특별시 강동구 구천면로42길 59,37.54505,127.1368011
419,서울,강동구,천호제2동,5327,서울특별시 강동구 올림픽로 698,37.5434572,127.1254475
420,서울,강동구,천호제3동,5339,"서울 강동구 천호대로1089, 16층~17층",37.5366155,127.1333074
421,서울,강동구,성내제1동,5392,서울특별시 강동구 성내로 13,37.5304786,127.1224546
422,서울,강동구,성내제2동,5388,서울특별시 강동구 풍성로37가길 62,37.5324346,127.1295121
423,서울,강동구,성내제3동,5405,서울특별시 강동구 강동대로53길 76,37.5260424,127.1328389
424,서울,강동구,길동,5350,서울 강동구 천호대로1183,37.5346935,127.1425984
425,서울,강동구,둔촌제1동,5361,서울 강동구 천호대로186길 7 둔촌2동주민센터 내,37.5333196,127.1418989
426,서울,강동구,둔촌제2동,5361,서울특별시 강동구 천호대로186길 7,37.5333436,127.1419394
782,인천,중구,신포동,22322,인천광역시 중구 제물량로 168,37.4703566,126.6250521
783,인천,중구,연안동,22348,인천광역시 중구 축항대로86번길 44,37.453169,126.6045023
784,인천,중구,신흥동,22320,인천광역시 중구 제물량로80번길 3-14,37.4676164,126.6340872
785,인천,중구,도원동,22327,인천광역시 중구 도원로 42,37.4680599,126.6379487
786,인천,중구,율목동,22319,인천광역시 중구 서해대로483번길 3,37.4693248,126.6357825
787,인천,중구,동인천동,22309,인천광역시 중구 참외전로72번길 25,37.4770729,126.6289759
788,인천,중구,개항동,22312,인천광역시 중구 차이나타운로44번길 13-2,37.4752826,126.6185982
789,인천,중구,영종동,22372,인천광역시 중구 운남서로 100,37.4938542,126.531458
790,인천,중구,영종1동,22401,인천광역시 중구 하늘달빛로 120,37.4888639,126.5548647
791,인천,중구,영종2동,22392,인천광역시 중구 은하수로 160,37.4924815,126.5633212
792,인천,중구,운서동,22371,인천광역시 중구 흰바위로27번길 10,37.4933249,126.4884273
793,인천,중구,용유동,22384,인천광역시 중구 마시란로 308-13,37.4438667,126.4025505
794,인천,동구,만석동,22510,인천광역시 동구 석수로 96 ,37.4832113,126.6254541
795,인천,동구,화수1·화평동,22517,인천광역시 동구 화도로 41 ,37.4815567,126.6299107
796,인천,동구,화수2동,22512,인천광역시 동구 화수안로 42 ,37.4843442,126.6302467
797,인천,동구,송현1·2동,22549,인천광역시 동구 솔빛로22번길 2 ,37.4770272,126.6388384
798,인천,동구,송현3동,22533,인천광역시 동구 인중로 635-20 ,37.4822502,126.6426394
799,인천,동구,송림1동,22542,인천광역시 동구 송림로43번길 42 ,37.476258,126.6402321
800,인천,동구,송림2동,22543,인천광역시 동구 안송로6번길 5 ,37.4757818,126.6426902
801,인천,동구,송림3·5동,22556,인천광역시 동구 새천년로 72 ,37.4747172,126.6488165
802,인천,동구,송림4동,22537,인천광역시 동구 송림로162번길 10 ,37.4773988,126.651017
803,인천,동구,송림6동,22545,인천광역시 동구 샛골로162번길 56 ,37.4773531,126.6479694
804,인천,동구,금창동,22564,인천광역시 동구 금곡로36번길 16,37.4725223,126.6398033
805,인천,미추홀구,숭의13동 ,22103,인천광역시 미추홀구 석정로92번길 21-17,37.4672682,126.6471738
806,인천,미추홀구,숭의2동 ,22169,인천광역시 미추홀구 경인로34번길 20,37.4629422,126.6473217
807,인천,미추홀구,숭의4동 ,22164,인천광역시 미추홀구 경인로156번길 32,37.4648246,126.6591767
808,인천,미추홀구,용현14동 ,22182,인천광역시 미추홀구 인주대로 198,37.4548061,126.65858
809,인천,미추홀구,용현2동 ,22176,인천광역시 미추홀구 용마루로 56,37.4566998,126.6438632
810,인천,미추홀구,용현3동 ,22179,인천광역시 미추홀구 인주대로 145(임시청사),37.4566978,126.6533391
811,인천,미추홀구,용현5동 ,22187,인천광역시 미추홀구 토금북로 60,37.4526134,126.6403363
812,인천,미추홀구,학익1동 ,22225,인천광역시 미추홀구 매소홀로 380,37.4399085,126.6641378
813,인천,미추홀구,학익2동 ,22218,인천광역시 미추홀구 한나루로 444,37.4465486,126.6674943
814,인천,미추홀구,도화1동 ,22139,인천광역시 미추홀구 경인로 295,37.4609005,126.6738426
815,인천,미추홀구,도화23동 ,22101,인천광역시 미추홀구 장고개로 29-1,37.4709264,126.6661845
816,인천,미추홀구,주안1동 ,22136,인천광역시 미추홀구 주안서로53번길 22,37.4637707,126.676646
817,인천,미추홀구,주안2동 ,22156,인천광역시 미추홀구 남주길43번길 14-29,37.4545717,126.6727817
818,인천,미추홀구,주안3동 ,22218,인천광역시 미추홀구 인하로212,37.4484097,126.6715424
819,인천,미추홀구,주안4동 ,22146,인천광역시 미추홀구 구월남로 5,37.4550365,126.6903062
820,인천,미추홀구,주안5동 ,22124,인천광역시 미추홀구 석정로461번길 21,37.4671159,126.6867007
821,인천,미추홀구,주안6동 ,22143,인천광역시 미추홀구 경원대로864번길 59,37.4612702,126.6923471
822,인천,미추홀구,주안7동 ,22215,인천광역시 미추홀구 인하로 265,37.4484076,126.6776671
823,인천,미추홀구,주안8동 ,22228,인천광역시 미추홀구 인주대로470번길 24,37.4496189,126.6893366
824,인천,미추홀구,관교동 ,22241,인천광역시 미추홀구 인하로 452,37.4442273,126.6968372
825,인천,미추홀구,문학동 ,22235,인천광역시 미추홀구 소성로 339,37.4376286,126.6849801
826,인천,연수구,옥련1동,21954,인천광역시 연수구 비류대로186번길 14,37.4273752,126.6550246
827,인천,연수구,옥련2동,21950,인천광역시 연수구 옥련로 82,37.42617,126.6483963
828,인천,연수구,선학동,21938,인천광역시 연수구 선학로 54,37.4223764,126.7012904
829,인천,연수구,연수1동,21922,인천광역시 연수구 함박뫼로 127,37.4223777,126.6814614
830,인천,연수구,연수2동,21931,인천광역시 연수구 원인재로 158,37.4116961,126.6817871
831,인천,연수구,연수3동,21936,인천광역시 연수구 원인재로 283,37.4193511,126.6920725
832,인천,연수구,청학동,21904,인천광역시 연수구 비류대로 287,37.4268812,126.6694274
833,인천,연수구,동춘1동,21966,인천광역시 연수구 먼우금로 117,37.4095448,126.670787
834,인천,연수구,동춘2동,21971,인천광역시 연수구 먼우금로 41,37.4027932,126.6693861
835,인천,연수구,동춘3동,21974,인천광역시 연수구 원인재로 110,37.408414,126.6782276
836,인천,연수구,송도1동,21996,인천광역시 연수구 하모니로35번길 8,37.3910659,126.652079
837,인천,연수구,송도2동,22001,인천 연수구 신송로 248,37.4032487,126.6416156
838,인천,연수구,송도3동,21984,인천광역시 연수구 송도교육로 63,37.3714115,126.6599392
839,인천,연수구,송도4동,22009,인천광역시 연수구 컨벤시아대로252번길 79,37.3881812,126.6298321
840,인천,연수구,송도5동,22019,인천광역시 연수구 센트럴로 418,37.3999581,126.6388162
841,인천,남동구,구월1동,21580,인천광역시 남동구  선수촌공원로 104(구월동),37.4475814,126.71253
842,인천,남동구,구월2동,21561,인천광역시 남동구 구월로 208(구월동),37.4561533,126.7134045
843,인천,남동구,구월3동,21559,인천광역시 남동구 문화서로 84(구월동),37.4526953,126.6969199
844,인천,남동구,구월4동,21536,인천광역시 남동구 구월말로 7(구월동),37.4496325,126.7240381
845,인천,남동구,간석1동,21552,인천광역시 남동구 경인로524번길 21(간석동),37.4604611,126.6980073
846,인천,남동구,간석2동,21544,인천광역시 남동구 남동대로916번길 47(간석동),37.4639844,126.7108505
847,인천,남동구,간석3동,21511,인천광역시 남동구 용천로 186(간석동),37.4661255,126.7145945
848,인천,남동구,간석4동,21504,인천광역시 남동구 벽돌말로19번길 7(간석동),37.4667323,126.701187
849,인천,남동구,만수1동,21540,인천광역시 남동구 인주대로 851(만수동),37.4487984,126.7319806
850,인천,남동구,만수2동,21524,인천광역시 남동구 만수서로 46(만수동),37.4614002,126.7311476
851,인천,남동구,만수3동,21518,인천광역시 남동구 서판로 11(만수동),37.461869,126.7230317
852,인천,남동구,만수4동,21526,인천광역시 남동구 만수로50번길 39(만수동),37.4594167,126.7356929
853,인천,남동구,만수5동,21543,인천광역시 남동구 만경로28번길 3(만수동),37.4574306,126.7280569
854,인천,남동구,만수6동,21594,인천광역시 남동구 장승남로 47(만수동),37.4436955,126.7376617
855,인천,남동구,장수서창동,21604,인천광역시 남동구 독곡로 28(서창동),37.4359253,126.7474191
856,인천,남동구,서창2동,21613,인천광역시 남동구 서창남순환로 43(서창동),37.4278906,126.7507776
857,인천,남동구,남촌도림동,21623,인천광역시 남동구 남촌동로 32(남촌동),37.4322512,126.7152054
858,인천,남동구,논현1동,21660,인천광역시 남동구 소래역로 115(논현동),37.4056246,126.7293838
859,인천,남동구,논현2동,21651,인천광역시 남동구 논현고잔로 248(논현동),37.4041413,126.7163632
860,인천,남동구,논현고잔동,21679,인천광역시 남동구 앵고개로847번길 32(논현동),37.3977711,126.7263617
861,인천,부평구,부평1동,21387,인천광역시 부평구 부평문화로37번길 1,37.4942268,126.7200718
862,인천,부평구,부평2동,21409,인천광역시 부평구 부영로 23,37.4874071,126.7172508
863,인천,부평구,부평3동,21405,"인천광역시 부평구 마장로 82, 2층",37.4860849,126.7082984
864,인천,부평구,부평4동,21359,인천광역시 부평구 주부토로 65,37.5008097,126.7250065
865,인천,부평구,부평5동,21353,"인천광역시 부평구 장제로 150, 2층",37.4988828,126.7311741
866,인천,부평구,부평6동,21431,인천광역시 부평구 동수로 70 ,37.4851119,126.726589
867,인천,부평구,산곡1동,21362,"인천광역시 부평구 마장로 320, 4층",37.5067493,126.7037583
868,인천,부평구,산곡2동,21362,인천광역시 부평구 안남로 255,37.5058621,126.7084604
869,인천,부평구 ,산곡3동,21384,인천광역시 부평구 경원대로 1269-2,37.49076,126.7095698
870,인천,부평구,산곡4동,21377,인천광역시 부평구 부흥로173번길 68,37.5017621,126.711446
871,인천,부평구,청천1동,21303,인천광역시 부평구 산청로 119,37.5137563,126.7016428
872,인천,부평구,청천2동,21312,인천광역시 부평구 마장로410번길 5,37.5148831,126.7045549
873,인천,부평구,갈산1동,21330,인천광역시 부평구 주부토로 254,37.5175705,126.7272726
874,인천,부평구,갈산2동,21335,인천광역시 부평구 주부토로 173,37.5106355,126.7257096
875,인천,부평구,삼산1동,21318,인천광역시 부평구 후정동로 9,37.5183103,126.737426
876,인천,부평구,삼산2동,21327,인천광역시 부평구 굴포로 137,37.5117609,126.7363916
877,인천,부평구,부개1동,21421,인천광역시 부평구 동수로162번길 11,37.4848304,126.7369108
878,인천,부평구,부개2동,21398,인천광역시 부평구 동수천로 104,37.4947551,126.7371362
879,인천,부평구,부개3동,21351,인천광역시 부평구 길주남로 117,37.5043351,126.7347203
880,인천,부평구,일신동,21418,인천광역시 부평구 경인로1148번길 6,37.4844514,126.7469443
881,인천,부평구,십정1동,21451,"인천광역시 부평구 열우물로 103, 2층",37.475782,126.6961284
882,인천,부평구,십정2동,21436,인천광역시 부평구 동암산로33번길 6-7,37.4737906,126.707928
883,인천,계양구,효성1동,21095,인천광역시 계양구 봉오대로569번길 22,37.5325123,126.7121362
884,인천,계양구,효성2동,21106,인천광역시 계양구 아나지로 162,37.5250932,126.7098232
885,인천,계양구,계산1동,21054,인천광역시 계양구 향교로 24,37.5396557,126.7213474
886,인천,계양구,계산2동,21040,인천광역시 계양구 주부토로 559,37.5441998,126.7281932
887,인천,계양구,계산3동,21059,인천광역시 계양구 계산새로 7,37.5377773,126.7291827
888,인천,계양구,계산4동,21071,인천광역시 계양구 용종로 12-8,37.5345305,126.7417212
889,인천,계양구,작전1동,21085,인천광역시 계양구 봉오대로 727,37.5308389,126.7296866
890,인천,계양구,작전2동,21089,인천광역시 계양구 봉오대로677번길 23,37.5330984,126.7240302
891,인천,계양구,작전서운동,21125,인천광역시 계양구 효서로 361,37.5281104,126.7364298
892,인천,계양구,계양1동,21007,인천광역시 계양구 장기서로 8,37.5767904,126.7341471
893,인천,계양구,계양2동,21034,인천광역시 계양구 장제로 853,37.5585514,126.7343578
894,인천,계양구,계양3동,21018,인천광역시 계양구 양지로 31,37.5615951,126.7548656
895,인천,서구,검암경서동,22696,인천광역시 서구 승학로 480,37.5643462,126.6735808
896,인천,서구,연희동,22713,인천광역시 서구 간촌로 12,37.5490576,126.678316
897,인천,서구,청라1동,22738,인천광역시 서구 청라라임로 58,37.5325994,126.6536818
898,인천,서구,청라2동,22761,인천광역시 서구 청라커낼로 269,37.5325707,126.6442092
899,인천,서구,청라3동,22758,인천광역시 서구 청라한내로 89,37.5332796,126.6271266
900,인천,서구,가정1동,22775,인천광역시 서구 가정로406번길 25,37.5208698,126.6751807
901,인천,서구,가정2동,22715,인천광역시 서구 서곶로 100,37.5655218,126.6790324
902,인천,서구,가정3동,22799,인천광역시 서구 서달로179번길 12-16,37.5154777,126.6778394
903,인천,서구,신현원창동,22782,인천광역시 서구 가정로335번길 3,37.5146623,126.6722634
904,인천,서구,석남1동,22784,인천광역시 서구 가정로294번길 17,37.5111415,126.6748677
905,인천,서구,석남2동,22796,인천광역시 서구 거북로 116,37.5026523,126.6746743
906,인천,서구,석남3동,22802,인천광역시 서구 서달로 107,37.5081296,126.6783245
907,인천,서구,가좌1동,22834,인천광역시 서구 가정로112번길 10,37.4942749,126.6725876
908,인천,서구,가좌2동,22815,인천광역시 서구 장고개로309번길 4,37.4907982,126.6849114
909,인천,서구,가좌3동,22817,인천광역시 서구 원적로57번길 4,37.4924038,126.6798567
910,인천,서구,가좌4동,22821,인천광역시 서구 장고개로280번길 14,37.4874623,126.6835799
911,인천,서구,검단동,22611,인천광역시 서구 검단로529번길 14,37.6051115,126.6618611
912,인천,서구,불로대곡동,22627,인천광역시 서구 검단로 814,37.6170007,126.6890669
913,인천,서구,원당동,22625,인천광역시 서구 고산로 24,37.5949462,126.7017886
914,인천,서구,당하동,22677,인천광역시 서구 청마로167번길 19,37.592061,126.6745952
915,인천,서구,오류왕길동,22657,인천광역시 서구 봉화로 42,37.5970437,126.6376061
916,인천,서구,마전동,22642,인천광역시 서구 완정로10번길 14,37.5953736,126.6736994
917,인천,서구,아라동,22865,인천광역시 서구 바리미로 23,37.5867491,126.6164749
918,인천,강화군,강화읍,23032,인천광역시 강화군 강화읍 강화대로440번길 10,37.7491727,126.4829741
919,인천,강화군,선원면,23043,인천광역시 강화군 선원면 대문고개로 22,37.714157,126.4843327
920,인천,강화군,불은면,23046,인천광역시 강화군 불은면 강화동로 562-3,37.6872133,126.4798702
921,인천,강화군,길상면,23050,인천광역시 강화군 길상면 마니산로21,37.6394329,126.4770262
922,인천,강화군,화도면,23060,인천광역시 강화군 화도면 마니산로 703-14,37.6323762,126.4202107
923,인천,강화군,양도면,23057,인천광역시 강화군 양도면 강화남로 708-2,37.6633456,126.4220365
924,인천,강화군,내가면,23018,인천광역시 강화군 내가면 강화서로 249,37.7200716,126.3893672
925,인천,강화군,하점면,23015,인천광역시 강화군 하점면 강화대로 1220,37.7752157,126.410689
926,인천,강화군,양사면,23011,인천광역시 강화군 양사면 전망대로 1391,37.7988089,126.4072892
