연번,시도,시군구,읍면동,우편번호,주소,위도,경도
927,인천,강화군,송해면,23019,인천광역시 강화군 송해면 전망대로 29,37.765448,126.4626699
928,인천,강화군,교동면,23002,인천광역시 강화군 교동면 교동동로 485-13,37.784484,126.2830031
929,인천,강화군,삼산면,23005,인천광역시 강화군 삼산면 삼산북로 475,37.7055168,126.320249
930,인천,강화군,서도면,23008,인천광역시 강화군 서도면 주문도1길 16,37.6503966,126.2393174
931,인천,옹진군,북도면,23114,인천광역시 옹진군 북도면 시도로 82,37.5327118,126.4296067
932,인천,옹진군,연평면,23108,인천광역시 옹진군 연평면 연평중앙로24번길 3,37.6645263,125.7051534
933,인천,옹진군,백령면,23101,인천광역시 옹진군 백령면 백령로278번길 61-2,37.9742219,124.7213638
934,인천,옹진군,대청면,23105,인천광역시 옹진군 대청면 대청로19번길 59,37.8253278,124.715691
935,인천,옹진군,덕적면,23130,인천광역시 옹진군 덕적면 덕적북로 130 ,37.2277308,126.1452144
936,인천,옹진군,자월면,23125,인천광역시 옹진군 자월면 자월서로 164 ,37.2543397,126.3073947
937,인천,옹진군,영흥면,23119,인천광역시 옹진군 영흥면 영흥로251번길 90,37.2559865,126.4837862
1195,경기,수원시 장안구,파장동 ,16204,경기도 수원시 장안구 파장천로 60,37.3102642,126.9974058
1196,경기,수원시 장안구,율천동 ,16417,경기도 수원시 장안구 서부로2106번길 27,37.2975385,126.9713731
1197,경기,수원시 장안구,정자1동 ,16339,경기도 수원시 장안구 정자로130번길 20,37.3022056,126.9911324
1198,경기,수원시 장안구,정자2동 ,16312,경기도 수원시 장안구 송정로24번길 34,37.2950107,127.00051
1199,경기,수원시 장안구,정자3동 ,16333,경기도 수원시 장안구 대평로 85,37.2958208,126.9925261
1200,경기,수원시 장안구,영화동 ,16269,경기도 수원시 장안구 수성로382번길 24,37.2929963,127.0140081
1201,경기,수원시 장안구,송죽동 ,16305,경기도 수원시 장안구 송원로41번길 16-21,37.3002278,127.0067743
1202,경기,수원시 장안구,조원1동 ,16282,경기도 수원시 장안구 금당로 56,37.3018392,127.0165292
1203,경기,수원시 장안구,조원2동 ,16294,경기도 수원시 장안구 송원로 109-50,37.305626,127.0095673
1204,경기,수원시 장안구,연무동 ,16265,경기도 수원시 장안구 경수대로 757,37.2904762,127.0216285
1205,경기,수원시 권선구,세류1동 ,16593,경기도 수원시 권선구 세류로38번길 10,37.2622268,127.0080804
1206,경기,수원시 권선구,세류2동 ,16588,경기도 수원시 권선구 덕영대로 1107,37.2532909,127.0131529
1207,경기,수원시 권선구,세류3동 ,16576,경기도 수원시 권선구 정조로 557,37.2591802,127.0120125
1208,경기,수원시 권선구,평동 ,16599,경기도 수원시 권선구 평동로76번길 13,37.2581611,126.9942035
1209,경기,수원시 권선구,서둔동 ,16617,경기도 수원시 권선구 서호로 146,37.2724064,126.9860029
1210,경기,수원시 권선구,구운동 ,16408,경기도 수원시 권선구 구운로47번길 57-33,37.2771292,126.9714898
1211,경기,수원시 권선구,금곡동 ,16397,경기도 수원시 권선구 금곡로196번길 20,37.2726967,126.9522141
1212,경기,수원시 권선구,호매실동 ,16400,경기도 수원시 권선구 칠보로 161,37.2662548,126.9570465
1213,경기,수원시 권선구,권선1동 ,16566,경기도 수원시 권선구 경수대로352번길 29,37.2576783,127.0246122
1214,경기,수원시 권선구,권선2동 ,16558,경기도 수원시 권선구 권중로 85,37.2511985,127.0296289
1215,경기,수원시 권선구,곡선동 ,16667,경기도 수원시 권선구 동수원로146번길 174,37.2430992,127.0332149
1216,경기,수원시 권선구,입북동 ,16367,경기도 수원시 권선구 입북로 17,37.2932218,126.9595413
1217,경기,수원시 팔달구,행궁동 ,16251,경기도 수원시 팔달구 신풍로23번길 40,37.28402,127.0126618
1218,경기,수원시 팔달구,매교동 ,16466,경기도 수원시 팔달구 효원로89번길 60,37.2686834,127.0143947
1219,경기,수원시 팔달구,매산동 ,16456,경기도 수원시 팔달구 매산로 45,37.2688839,127.0059417
1220,경기,수원시 팔달구,고등동 ,16450,경기도 수원시 팔달구 고등로 37,37.2734316,127.001102
1221,경기,수원시 팔달구,화서1동 ,16442,경기도 수원시 팔달구 동말로4번길 10,37.2765655,126.9949577
1222,경기,수원시 팔달구,화서2동 ,16425,경기도 수원시 팔달구 화산로6번길 6,37.2851109,126.9863356
1223,경기,수원시 팔달구,지동 ,16248,경기도 수원시 팔달구 세지로 339,37.2815178,127.0246599
1224,경기,수원시 팔달구,우만1동 ,16237,경기도 수원시 팔달구 경수대로656번길 37-17,37.2849036,127.0301161
1225,경기,수원시 팔달구,우만2동,16498,경기도 수원시 팔달구 중부대로207번길 33,37.2779457,127.0397295
1226,경기,수원시 팔달구,인계동 ,16475,경기도 수원시 팔달구 인계로 123,37.269308,127.0320388
1227,경기,수원시 영통구,매탄1동 ,16532,경기도 수원시 영통구 인계로189번길 119,37.2705246,127.0405176
1228,경기,수원시 영통구,매탄2동 ,16524,경기도 수원시 영통구 매영로39번길 21,37.2701663,127.0474252
1229,경기,수원시 영통구,매탄3동 ,16548,경기도 수원시 영통구 동탄원천로881번길 76,37.2564012,127.0430476
1230,경기,수원시 영통구,매탄4동 ,16541,경기도 수원시 영통구 산남로 26-4,37.2651019,127.0487112
1231,경기,수원시 영통구,원천동 ,16518,경기도 수원시 영통구 중부대로 339,37.2735271,127.0532684
1232,경기,수원시 영통구,광교1동 ,16509,경기도 수원시 영통구 도청로89번길 20,37.2901557,127.0474744
1233,경기,수원시 영통구,광교2동 ,16512,경기도 수원시 영통구 법조로149번길 155,37.2922591,127.0701199
1234,경기,수원시 영통구,영통1동 ,16712,경기도 수원시 영통구 봉영로1759번길 23,37.2663538,127.0805607
1235,경기,수원시 영통구,영통2동 ,16679,경기도 수원시 영통구 영통로217번길 12,37.2469368,127.0562847
1236,경기,수원시 영통구,영통3동 ,16705,경기도 수원시 영통구 반달로 105,37.2525674,127.076906
1237,경기,수원시 영통구,망포1동 ,16692,경기도 수원시 영통구 영통로90번길 4-16,37.2378466,127.0608362
1238,경기,수원시 영통구,망포2동 ,16686,경기도 수원시 영통구 태장로54번길 10,37.238809,127.0516471
1239,경기,고양시 덕양구,주교동,10458,경기도 고양시 덕양구 고양대로1315번길 71,37.6594151,126.8297845
1240,경기,고양시 덕양구,원신동,10565,경기도 고양시 덕양구 호국로 1261,37.6618246,126.8599831
1241,경기,고양시 덕양구,흥도동,10480,경기도 고양시 덕양구 흥도로454번길 44,37.6448639,126.8542179
1242,경기,고양시 덕양구,성사1동,10462,경기도 고양시 덕양구 호국로 793,37.6618246,126.8599831
1243,경기,고양시 덕양구,성사2동,10469,경기도 고양시 덕양구 호국로742번길 6-6,37.6529183,126.8329231
1244,경기,고양시 덕양구,효자동,10583,경기도 고양시 덕양구 오부자로 32,37.6533023,126.9105715
1245,경기,고양시 덕양구,삼송1동,10509,경기도 고양시 덕양구 신도길 8-8,37.6526013,126.8937226
1246,경기,고양시 덕양구,삼송2동,10509,경기도 고양시 덕양구 신도길 8-8,37.6526013,126.8937226
1247,경기,고양시 덕양구,창릉동,10597,경기도 고양시 덕양구 동세로 30,37.6455004,126.8866575
1248,경기,고양시 덕양구,고양동,10275,경기도 고양시 덕양구 벽제관로 5,37.7033498,126.9037482
1249,경기,고양시 덕양구,관산동,10287,경기도 고양시 덕양구 통일로 789,37.6882106,126.8626414
1250,경기,고양시 덕양구,능곡동,10509,경기도 고양시 덕양구 토당로 83,37.6226188,126.8181431
1251,경기,고양시 덕양구,화정1동,10472,경기도 고양시 덕양구 화중로 197,37.6446533,126.8335794
1252,경기,고양시 덕양구,화정2동,10499,경기도 고양시 덕양구 화신로 232,37.630506,126.8357633
1253,경기,고양시 덕양구,행주동,10516,경기도 고양시 덕양구 지도로14번길 11,37.6184365,126.8253966
1254,경기,고양시 덕양구,행신1동,10518,경기도 고양시 덕양구 중앙로 541-12,37.6222767,126.8359381
1255,경기,고양시 덕양구,행신2동,10518,경기도 고양시 덕양구 충경로 30,37.6152123,126.8329943
1256,경기,고양시 덕양구,행신3동,10494,경기도 고양시 덕양구 중앙로558번길 78,37.6263409,126.8385908
1257,경기,고양시 덕양구,행신4동,10486,"경기도 고양시 덕양구 중앙로 454, 4층",37.6186183,126.8450031
1258,경기,고양시 덕양구,화전동,10540,경기도 고양시 덕양구 중앙로 131,37.6000642,126.872606
1259,경기,고양시 덕양구,대덕동,10541,경기도 고양시 덕양구 덕은로 60-22,37.5855139,126.8752196
1260,경기,고양시 일산동구,식사동,10323,경기도 고양시 일산동구 위시티2로11번길 22-21,37.6772912,126.8136848
1261,경기,고양시 일산동구,중산1동,10333,경기도 고양시 일산동구 중산로 224,37.691805,126.7804511
1262,경기,고양시 일산동구,중산2동,10311,"경기도 고양시 일산동구 하늘마을1로 2, 6층",37.6745132,126.786024
1263,경기,고양시 일산동구,정발산동,10358,경기도 고양시 일산동구 일산로 422,37.6724645,126.7798572
1264,경기,고양시 일산동구,풍산동,10308,경기도 고양시 일산동구 숲속마을1로 36,37.6641607,126.7997714
1265,경기,고양시 일산동구,백석1동,10445,경기도 고양시 일산동구 일산로 145,37.6496747,126.7924929
1266,경기,고양시 일산동구,백석2동,10447,경기도 고양시 일산동구 장백로 72,37.6439259,126.7854772
1267,경기,고양시 일산동구,마두1동,10417,경기도 고양시 일산동구 일산로 218,37.6557835,126.7897176
1268,경기,고양시 일산동구,마두2동,10416,경기도 고양시 일산동구 강송로 166,37.6535754,126.7844209
1269,경기,고양시 일산동구,장항1동,10431,경기도 고양시 일산동구 장항로225번길 72,37.6416206,126.7706763
1270,경기,고양시 일산동구,장항2동,10422,경기도 고양시 일산동구 노루목로 114,37.649936,126.7783048
1271,경기,고양시 일산동구,고봉동,10258,경기도 고양시 일산동구 성현로 397-18,37.7018744,126.8271363
1272,경기,고양시 일산서구,일산1동,10348,경기도 고양시 일산서구 원일로 55,37.6871367,126.7685754
1273,경기,고양시 일산서구,일산2동,10340,경기도 고양시 일산서구 고봉로 283,37.6845995,126.7772808
1274,경기,고양시 일산서구,일산3동,10356,경기도 고양시 일산서구 강선로 158,37.6769826,126.7702795
1275,경기,고양시 일산서구,탄현1동,10244,경기도 고양시 일산서구 홀트로 36,37.6942783,126.7684246
1276,경기,고양시 일산서구,탄현2동,10248,경기도 고양시 일산서구 탄현로 120,37.7022045,126.7677084
1277,경기,고양시 일산서구,주엽1동,10386,경기도 고양시 일산서구 강성로 109,37.6700994,126.7633085
1278,경기,고양시 일산서구,주엽2동,10388,경기도 고양시 일산서구 주엽로 178,37.6741365,126.7604216
1279,경기,고양시 일산서구,대화동,10368,경기도 고양시 일산서구 일산로 668,37.6829498,126.7550963
1280,경기,고양시 일산서구,송포동,10218,경기도 고양시 일산서구 대화로 143,37.6715075,126.7355661
1281,경기,고양시 일산서구,덕이동,10237,경기도 고양시 일산서구 덕이로 50-7,37.6907991,126.754346
1282,경기,고양시 일산서구,가좌동,10214,경기도 고양시 일산서구 송산로374번길 7,37.6845694,126.7208634
1283,경기,성남시 수정구,신흥1동,13338,경기도 성남시 수정구 수정로188번길 7,37.4430328,127.1411768
1284,경기,성남시 수정구,신흥2동,13263,경기도 성남시 수정구 수정로 267,37.4490823,127.1451377
1285,경기,성남시 수정구,신흥3동,13350,경기도 성남시 수정구 공원로349번길 8,37.4435592,127.1488443
1286,경기,성남시 수정구,태평1동,13110,경기도 성남시 수정구 모란로 88,37.4406491,127.1261919
1287,경기,성남시 수정구,태평2동,13289,경기도 성남시 수정구 남문로 108,37.4471925,127.1386867
1288,경기,성남시 수정구,태평3동,13301,경기도 성남시 수정구 남문로 54,37.4454529,127.1330588
1289,경기,성남시 수정구,태평4동,13279,경기도 성남시 수정구 남문로 134,37.4477042,127.1414822
1290,경기,성남시 수정구,수진1동,13332,경기도 성남시 수정구 탄리로 19,37.4385595,127.1390269
1291,경기,성남시 수정구,수진2동,13320,경기도 성남시 수정구 성남대로 1204,37.4372407,127.1287691
1292,경기,성남시 수정구,단대동,13145,경기도 성남시 수정구 희망로506번길 21,37.4494152,127.155502
1293,경기,성남시 수정구,산성동,13130,경기도 성남시 수정구 수정남로 261,37.4522152,127.1500665
1294,경기,성남시 수정구,양지동,13140,경기도 성남시 수정구 산성대로 483,37.4549099,127.1609432
1295,경기,성남시 수정구,복정동,13113,경기도 성남시 수정구 복정로 144,37.4658812,127.1271131
1296,경기,성남시 수정구,위례동,13645,경기도 성남시 수정구 위례순환로 125,37.4713243,127.1422983
1297,경기,성남시 수정구,신촌동,13100,경기도 성남시 수정구 오야로 19,37.4546958,127.1044949
1298,경기,성남시 수정구,고등동,13105,경기 성남시 수정구 대왕판교로 985,37.4316527,127.1032074
1299,경기,성남시 수정구,시흥동,13445,경기도 성남시 수정구 여수대로56번길 6,37.4220059,127.1079739
1300,경기,성남시 중원구,성남동,13356,경기도 성남시 중원구 광명로 89,37.4353385,127.1385133
1301,경기,성남시 중원구,중앙동,13250,경기도 성남시 중원구 광명로264번길 1,37.4429256,127.1562412
1302,경기,성남시 중원구,금광1동,13182,경기도 성남시 중원구 광명로 328,37.4451163,127.1623829
1303,경기,성남시 중원구,금광2동,13177,경기도 성남시 중원구 광명로 345,37.4462382,127.1640353
1304,경기,성남시 중원구,은행1동,13164,경기도 성남시 중원구 은행로 85,37.4520474,127.168932
1305,경기,성남시 중원구,은행2동,13153,경기도 성남시 중원구 은이로 21,37.4570926,127.1665709
1306,경기,성남시 중원구,상대원1동,13228,경기도 성남시 중원구 둔촌대로 425,37.4332268,127.1643732
1307,경기,성남시 중원구,상대원2동,13394,경기도 성남시 중원구 둔촌대로 388,37.4310625,127.1597326
1308,경기,성남시 중원구,상대원3동,13235,경기도 성남시 중원구 박석로 78,37.4396894,127.1654791
1309,경기,성남시 중원구,하대원동,13406,경기도 성남시 중원구 둔촌대로 252,37.4283119,127.1464064
1310,경기,성남시 중원구,도촌동,13420,경기도 성남시 중원구 도촌북로 28,37.4164913,127.1528007
1311,경기,성남시 분당구,분당동,13582,경기도 성남시 분당구 불정로 312,37.3702673,127.1312313
1312,경기,성남시 분당구,수내1동,13597,경기도 성남시 분당구 내정로173번길 21,37.3755831,127.1179556
1313,경기,성남시 분당구,수내2동,13599,경기도 성남시 분당구 내정로166번길 17,37.3715578,127.1210779
1314,경기,성남시 분당구,수내3동,13600,경기도 성남시 분당구 돌마로356번길 43,37.366839,127.1260638
1315,경기,성남시 분당구,정자동,13612,경기도 성남시 분당구 황새울로18번길 14,37.3614828,127.1115304
1316,경기,성남시 분당구,정자1동,13554,경기도 성남시 분당구 성남대로407번길 12,37.3727656,127.1064079
1317,경기,성남시 분당구,정자2동,13607,경기도 성남시 분당구 내정로 66,37.366007,127.1151648
1318,경기,성남시 분당구,정자3동,13603,경기도 성남시 분당구 돌마로 242,37.3608761,127.1194575
1319,경기,성남시 분당구,서현1동,13588,경기도 성남시 분당구 중앙공원로39번길 35,37.3828943,127.1260648
1320,경기,성남시 분당구,서현2동,13586,경기도 성남시 분당구 돌마로476번길 17,37.3760016,127.1345134
1321,경기,성남시 분당구,이매1동,13566,경기도 성남시 분당구 성남대로779번길 10,37.3995649,127.1272373
1322,경기,성남시 분당구,이매2동,13523,경기도 성남시 분당구 탄천로79번길 19,37.3995902,127.1217902
1323,경기,성남시 분당구,야탑1동,13506,경기도 성남시 분당구 장미로86번길 18,37.4120267,127.1302594
1324,경기,성남시 분당구,야탑2동,13520,경기도 성남시 분당구 야탑로76번길 5,37.4094346,127.127292
1325,경기,성남시 분당구,야탑3동,13504,경기도 성남시 분당구 야탑로167번길 12,37.4108173,127.1378652
1326,경기,성남시 분당구,금곡동,13615,경기도 성남시 분당구 성남대로171번길 14,37.351586,127.1070713
1327,경기,성남시 분당구,구미동,13622,경기도 성남시 분당구 구미로 130,37.3402274,127.1226441
1328,경기,성남시 분당구,구미1동,13627,경기도 성남시 분당구 돌마로90번길 8,37.3493237,127.1117754
1329,경기,성남시 분당구,판교동,13479,경기도 성남시 분당구 서판교로32번길 9,37.3899166,127.098695
1330,경기,성남시 분당구,삼평동,13490,경기도 성남시 분당구 동판교로266번길 7,37.4060855,127.1163103
1331,경기,성남시 분당구,백현동,13532,경기도 성남시 분당구 동판교로 21,37.388426,127.1108775
1332,경기,성남시 분당구,운중동,13466,경기도 성남시 분당구 운중로138번길 10,37.3905784,127.0778701
1333,경기,용인시 처인구,포곡읍,17028,경기도 용인시 처인구 포곡읍 포곡로 258,37.2776653,127.2307218
1334,경기,용인시 처인구,모현읍,17036,경기도 용인시 처인구 모현읍 독점로 31-6,37.329454,127.2424977
1335,경기,용인시 처인구,이동읍,17136,경기도 용인시 처인구 이동읍 경기동로 673,37.1410924,127.1959435
1336,경기,용인시 처인구,남사읍,17118,경기도 용인시 처인구 남사면 내기로 22,37.1153691,127.1503964
1337,경기,용인시 처인구,원삼면,17168,경기도 용인시 처인구 원삼면 원양로 64,37.1664248,127.3131017
1338,경기,용인시 처인구,백암면,17178,경기도 용인시 처인구 백암면 백암로 189,37.1636571,127.3753639
1339,경기,용인시 처인구,양지면,17158,경기도 용인시 처인구 양지면 양지로105번길 5,37.2352545,127.2797768
1340,경기,용인시 처인구,중앙동,17051,경기도 용인시 처인구 금령로78번길 7,37.2344844,127.2051124
1341,경기,용인시 처인구,역북동,17055,경기도 용인시 처인구 명지로 16,37.2344201,127.188124
1342,경기,용인시 처인구,삼가동,16997,경기도 용인시 처인구 동백죽전대로 61,37.250205,127.1655915
1343,경기,용인시 처인구,유림동,17043,경기도 용인시 처인구 백옥대로 1315,37.2525768,127.2115544
1344,경기,용인시 처인구,동부동,17144,경기도 용인시 처인구 중부대로 1574,37.2328536,127.219157
1345,경기,용인시 기흥구,신갈동,16969,경기도 용인시 기흥구 신갈로58번길 11,37.2725816,127.1067519
1346,경기,용인시 기흥구,영덕1동,16953,경기도 용인시 기흥구 흥덕2로118번길 2,37.2778331,127.0745191
1347,경기,용인시 기흥구,영덕2동,17095,경기도 용인시 기흥구 덕영대로2077번길 68,37.2665953,127.0918671
1348,경기,용인시 기흥구,구갈동,16977,경기도 용인시 기흥구 강남로 23,37.2723965,127.1275648
1349,경기,용인시 기흥구,상갈동,17072,경기도 용인시 기흥구 상갈로 2,37.2665486,127.1077799
1350,경기,용인시 기흥구,보라동,17080,경기도용인시 기흥구 한보라1로10번길 6-10,37.2539534,127.1083109
1351,경기,용인시 기흥구,기흥동,17085,경기도 용인시 기흥구 고매로43번길 12-14,37.2314987,127.1154714
1352,경기,용인시 기흥구,서농동,17109,경기도 용인시 기흥구 서천서로 79,37.2379473,127.0684488
1353,경기,용인시 기흥구,구성동,16917,경기도 용인시 기흥구 구성로77번길 17,37.2966821,127.1187796
1354,경기,용인시 기흥구,마북동,16910,경기도 용인시 기흥구 구교동로118번길 16,37.3015922,127.1176476
1355,경기,용인시 기흥구,동백1동,17006,경기도 용인시 기흥구 동백죽전대로 444,37.2780425,127.1517029
1356,경기,용인시 기흥구,동백2동,17007,경기도 용인시 기흥구 동백중앙로 214,37.2724065,127.1516984
1357,경기,용인시 기흥구,동백3동,16990,경기도 용인시 기흥구 동백죽전대로527번길 98-2,37.2810643,127.1442246
1358,경기,용인시 기흥구,상하동,16994,경기도 용인시 기흥구 어정로 62-23,37.2704886,127.1383485
1359,경기,용인시 기흥구,보정동,16898,경기도 용인시 기흥구 죽전로 40,37.3201395,127.1131368
1360,경기,용인시 수지구,풍덕천1동,16832,경기도 용인시 수지구 수지로342번길 3,37.3278515,127.095108
1361,경기,용인시 수지구,풍덕천2동,16844,경기도 용인시 수지구 풍덕천로 51,37.3194441,127.088719
1362,경기,용인시 수지구,신봉동,16845,경기도 용인시 수지구 수지로 215,37.3206698,127.0835335
1363,경기,용인시 수지구,죽전1동,16872,경기도 용인시 수지구 대지로15번길 50,37.3310968,127.1138654
1364,경기,용인시 수지구,죽전2동,16870,경기도 용인시 수지구 포은대로 523,37.325969,127.1056477
1365,경기,용인시 수지구,죽전3동,16873,경기 용인시 수지구 대지로 42,37.3279922,127.1141737
1366,경기,용인시 수지구,동천동,16825,경기도 용인시 수지구 신수로783번길 40,37.3417813,127.0990935
1367,경기,용인시 수지구,상현1동,16937,경기도 용인시 수지구 상현로 71,37.3047187,127.0813466
1368,경기,용인시 수지구,상현2동,16929,경기도 용인시 수지구 만현로 48,37.3106739,127.0866636
1369,경기,용인시 수지구,상현3동,16942,경기 용인시 수지구 법조로 223,37.2996724,127.0726951
1370,경기,용인시 수지구,성복동,16852,경기도 용인시 수지구 성복1로 100,37.3164325,127.0689699
1371,경기,부천시 원미구,심곡1동,14631,경기도 부천시 원미구 장말로351번길 9 (심곡동),37.4908832,126.7807043
1372,경기,부천시 원미구,심곡2동,14639,경기도 부천시 원미구 부흥로424번길 25 (심곡동),37.487401,126.7871615
1373,경기,부천시 원미구,심곡3동,14617,경기도 부천시 원미구 부일로 393 (심곡동),37.4853543,126.7795106
1374,경기,부천시 원미구,원미1동,14568,경기도 부천시 원미구 부천로122번길 60 (원미동),37.4944737,126.7885592
1375,경기,부천시 원미구,원미2동,14571,경기도 부천시 원미구 조종로36번길 26 (원미동),37.4919167,126.7882784
1376,경기,부천시 원미구,소사동,14660,경기도 부천시 원미구 소사로310번길 3-9 (소사동),37.5064378,126.8030795
1377,경기,부천시 원미구,역곡1동,14669,경기도 부천시 원미구 부일로791번길 14 (역곡동),37.4892212,126.8165957
1378,경기,부천시 원미구,역곡2동,14672,경기도 부천시 원미구 부일로699번길 35 (역곡동),37.4859879,126.8066578
1379,경기,부천시 원미구,춘의동,14552,경기도 부천시 원미구 부천로209번길 19 (춘의동),37.5026937,126.7858845
1380,경기,부천시 원미구,도당동,14480,경기도 부천시 원미구 평천로849번길 26-7 (도당동),37.5162744,126.7859538
1381,경기,부천시 원미구,약대동,14518,경기도 부천시 원미구 수도로 44 (약대동),37.5064378,126.8030795
1382,경기,부천시 원미구,중동,14626,경기도 부천시 원미구 부일로 342 (중동),37.4878119,126.7682017
1383,경기,부천시 원미구,중1동,14581,경기도 부천시 원미구 조마루로 250 (중동),37.4978473,126.7713773
1384,경기,부천시 원미구,중2동,14609,경기도 부천시 원미구 심중로119번길 8 (중동),37.493988,126.7698976
1385,경기,부천시 원미구,중3동,14534,경기도 부천시 원미구 옥산로113번길 39 (중동),37.5037565,126.7780472
1386,경기,부천시 원미구,중4동,14537,경기도 부천시 원미구 석천로209번길 15 (중동),37.5060176,126.7625972
1387,경기,부천시 원미구,상동,14600,경기도 부천시 원미구 석천로 83 (상동),37.4949002,126.7608042
1388,경기,부천시 원미구,상1동,14597,경기도 부천시 원미구 상일로 97 (상동),37.4918217,126.7531637
1389,경기,부천시 원미구,상2동,14589,경기도 부천시 원미구 조마루로 95 (상동),37.5005755,126.7542426
1390,경기,부천시 원미구,상3동,14540,경기도 부천시 원미구 상동로117번길 48 (상동),37.5082016,126.7508902
1391,경기,부천시 소사구,심곡본1동,14712,경기도 부천시 소사구 심곡로9번길 54 (심곡본동),37.4824368,126.7790019
1392,경기,부천시 소사구,심곡본동,14714,경기도 부천시 소사구 성주로249번길 19 (심곡본동),37.4807248,126.78003
1393,경기,부천시 소사구,소사본동,14757,경기도 부천시 소사구 호현로433 (소사본동),37.4763202,126.7921321
1394,경기,부천시 소사구,소사본1동,14762,경기도 부천시 소사구 은성로68번길 56 (소사본동),37.472751,126.7980728
1395,경기,부천시 소사구,범박동,14782,경기도 부천시 소사구 범안로129번길 17 (범박동),37.4706645,126.8097927
1396,경기,부천시 소사구,옥길동,14786,"경기도 부천시 소사구 옥길로 116, 문영 퀸즈파크 A동 402~405호(옥길동)",37.4668051,126.822678
1397,경기,부천시 소사구,괴안동,14697,경기도 부천시 소사구 범안로 38 (괴안동),37.4782774,126.8070123
1398,경기,부천시 소사구,역곡3동,14681,경기도 부천시 소사구 부광로8번길 53 (괴안동),37.4826215,126.8102033
1399,경기,부천시 소사구,송내1동,14731,경기도 부천시 소사구 경인로9번길 25 (송내동),37.48426,126.7561989
1400,경기,부천시 소사구,송내2동,14726,경기도 부천시 소사구 중동로22번길 101 (송내동),37.4825213,126.7695815
1401,경기,부천시 오정구,성곡동,14463,경기도 부천시 오정구 성오로 25 (여월동),37.5166869,126.8033692
1402,경기,부천시 오정구,원종1동,14419,경기도 부천시 오정구 원종로51번길 43 (원종동),37.5304772,126.7837191
1403,경기,부천시 오정구,원종2동,14429,경기도 부천시 오정구 성오로 129 (오정동),37.5251112,126.7991581
1404,경기,부천시 오정구,고강본동,14409,경기도 부천시 오정구 고리울로 79 (고강동),37.5270927,126.8248341
1405,경기,부천시 오정구,고강1동,14415,경기도 부천시 오정구 고강로72번길 8 (고강동),37.5293924,126.8120085
1406,경기,부천시 오정구,오정동,14434,경기도 부천시 오정구 오정로252번길 88 (오정동),37.5288062,126.7908379
1407,경기,부천시 오정구,신흥동,14451,경기도 부천시 오정구 삼작로 109 (삼정동),37.5204373,126.7735237
1408,경기,안산시 상록구,일동,15327,경기도 안산시 상록구 성호로 53 ,37.3103558,126.86618
1409,경기,안산시 상록구,이동,15513,경기도 안산시 상록구 이동로 46 ,37.3054299,126.8607886
1410,경기,안산시 상록구,사동,15582,경기도 안산시 상록구 석호로 171 ,37.2971013,126.8509949
1411,경기,안산시 상록구,사이동,15623,경기도 안산시 상록구 감골1로 52 ,37.2898348,126.8518785
1412,경기,안산시 상록구,해양동,15595,경기도 안산시 상록구 해양로 8 ,37.2947118,126.8201063
1413,경기,안산시 상록구,본오1동,15576,경기도 안산시 상록구 샘골로 16 ,37.2851545,126.8643101
1414,경기,안산시 상록구,본오2동,15543,경기도 안산시 상록구 석호로 349,37.2935675,126.8693685
1415,경기,안산시 상록구,본오3동,15537,경기도 안산시 상록구 용신로 376 ,37.3014265,126.863845
1416,경기,안산시 상록구,부곡동,15306,경기도 안산시 상록구 성호로 326 ,37.3318515,126.8610198
1417,경기,안산시 상록구,월피동,15277,경기도 안산시 상록구 시낭북로 4 ,37.3335154,126.8565953
1418,경기,안산시 상록구,성포동,15294,경기도 안산시 상록구 충장로 468 ,37.3206122,126.8495355
1419,경기,안산시 상록구,반월동,15521,경기도 안산시 상록구 건건로 51 ,37.3059702,126.9023085
1420,경기,안산시 상록구,안산동,15204,경기도 안산시 상록구 장하로 315 ,37.3618381,126.8732685
1421,경기,안산시 단원구,와동,15245,경기도 안산시 단원구 선부로 273 ,37.3416088,126.8256509
1422,경기,안산시 단원구,고잔동,15333,경기도 안산시 단원구 화정천동로 252 ,37.3270301,126.8191554
1423,경기,안산시 단원구,중앙동,15339,경기도 안산시 단원구 예술대학로 76 ,37.3239427,126.8376161
1424,경기,안산시 단원구,호수동,15473,경기도 안산시 단원구 광덕2로 125 ,37.310266,126.8243896
1425,경기,안산시 단원구,원곡동,15377,경기도 안산시 단원구 부부로 55 ,37.333234,126.7908979
1426,경기,안산시 단원구,백운동,15380,경기도 안산시 단원구 원선로 31,37.3281022,126.7970982
1427,경기,안산시 단원구,신길동,15403,경기도 안산시 단원구 삼일로 42-7,37.3348019,126.7831445
1428,경기,안산시 단원구,초지동,15445,경기도 안산시 단원구 초지동로 67 ,37.3099317,126.816826
1429,경기,안산시 단원구,선부1동,15365,경기도 안산시 단원구 선부광장서로 47 ,37.3343054,126.8044564
1430,경기,안산시 단원구,선부2동,15230,경기도 안산시 단원구 지곡로 46 ,37.3384996,126.8027336
1431,경기,안산시 단원구,선부3동,15212,경기도 안산시 단원구 선삼로 47 ,37.3449509,126.8126469
1432,경기,안산시 단원구,대부동,15645,경기도 안산시 단원구 대부중앙로 97-9 ,37.243537,126.5851151
1433,경기,남양주시,와부조안,12212,경기도 남양주시 와부읍 월문천로 35 ,37.5854363,127.2169926
